source_row,state_raw,state,district_raw,district,district_notes,property_type_raw,property_type,year,quarter,period_start,period_end,transaction_count,transaction_value_rm,average_price_rm,price_type,volume_support,source_name,source_url,source_document,source_page_or_table,collected_at,dataset_version,schema_version,validation_errors,validation_warnings,quarter_change_percent,validation_status,model_eligible,public_prediction_supported,model_exclusion_reason,public_prediction_exclusion_reason
88,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,2,2017-04-01,2017-06-30,103,21832667.0,211967.64077669903,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],9.78272281494365,valid,True,True,,
89,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,3,2017-07-01,2017-09-30,81,19890000.0,245555.5555555556,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],15.845774692676006,valid,True,True,,
90,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,4,2017-10-01,2017-12-31,89,19212300.0,215868.5393258427,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],12.08973511617267,valid,True,True,,
91,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,65,38469388.0,591836.7384615385,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
92,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,69,44406337.0,643570.1014492754,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],8.741154380212395,valid,True,True,,
93,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,54,31856574.0,589936.5555555555,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],8.333753506096826,valid,True,True,,
94,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Semi-Detached,two_to_two_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,59,37131918.0,629354.5423728813,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],6.6817332213300595,valid,True,True,,
95,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,1,2017-01-01,2017-03-31,155,63642272.0,410595.3032258065,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
96,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,2,2017-04-01,2017-06-30,175,71528073.0,408731.84571428574,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.45384287079776053,valid,True,True,,
97,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,3,2017-07-01,2017-09-30,188,80362992.0,427462.72340425535,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],4.582681258230851,valid,True,True,,
98,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,2 - 2 1/2 Storey Terraced,two_to_two_half_storey_terraced,2017,4,2017-10-01,2017-12-31,161,66890520.0,415469.06832298136,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],2.8057780069705585,valid,True,True,,
99,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Cluster House,cluster_house,2017,1,2017-01-01,2017-03-31,12,1550000.0,129166.66666666669,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
100,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Cluster House,cluster_house,2017,2,2017-04-01,2017-06-30,8,1956500.0,244562.5,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME"", ""SUSPICIOUS_QUARTER_CHANGE""]",89.33870967741933,valid_with_warnings,True,False,,low_transaction_volume
101,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Cluster House,cluster_house,2017,3,2017-07-01,2017-09-30,16,2177000.0,136062.5,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",44.364937388193205,valid_with_warnings,True,False,,low_transaction_volume
102,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Cluster House,cluster_house,2017,4,2017-10-01,2017-12-31,22,4667000.0,212136.36363636365,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],55.91097005888004,valid,True,True,,
103,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Condominium/Apartment,condominium_apartment,2017,1,2017-01-01,2017-03-31,55,12277570.0,223228.54545454544,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
104,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Condominium/Apartment,condominium_apartment,2017,2,2017-04-01,2017-06-30,57,12130500.0,212815.7894736842,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],4.664616686749638,valid,True,True,,
105,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Condominium/Apartment,condominium_apartment,2017,3,2017-07-01,2017-09-30,78,16174800.0,207369.2307692308,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],2.559283180032513,valid,True,True,,
106,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Condominium/Apartment,condominium_apartment,2017,4,2017-10-01,2017-12-31,111,21740800.0,195863.06306306308,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],5.548637887832202,valid,True,True,,
107,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Detached,detached,2017,1,2017-01-01,2017-03-31,34,15816154.0,465181.0,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
108,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Detached,detached,2017,2,2017-04-01,2017-06-30,33,19348888.0,586329.9393939395,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],26.04339803086099,valid,True,True,,
109,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Detached,detached,2017,3,2017-07-01,2017-09-30,38,23892250.0,628743.4210526316,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],7.23372265494968,valid,True,True,,
110,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Detached,detached,2017,4,2017-10-01,2017-12-31,36,16562400.0,460066.6666666667,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],26.827597512443013,valid,True,True,,
111,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Flat,flat,2017,1,2017-01-01,2017-03-31,30,2985400.0,99513.33333333331,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
112,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Flat,flat,2017,2,2017-04-01,2017-06-30,50,4801500.0,96030.0,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],3.500368459837859,valid,True,True,,
113,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Flat,flat,2017,3,2017-07-01,2017-09-30,29,2610500.0,90017.24137931035,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],6.261333563146571,valid,True,True,,
114,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Flat,flat,2017,4,2017-10-01,2017-12-31,26,2521000.0,96961.53846153848,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],7.714407791021487,valid,True,True,,
115,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost Flat,low_cost_flat,2017,1,2017-01-01,2017-03-31,210,12263300.0,58396.66666666666,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
116,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost Flat,low_cost_flat,2017,2,2017-04-01,2017-06-30,126,8493767.0,67410.8492063492,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],15.436125132169437,valid,True,True,,
117,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost Flat,low_cost_flat,2017,3,2017-07-01,2017-09-30,127,8510900.0,67014.96062992126,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.5872772425935451,valid,True,True,,
118,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost Flat,low_cost_flat,2017,4,2017-10-01,2017-12-31,114,8204500.0,71969.29824561403,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],7.392882975866027,valid,True,True,,
119,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost House,low_cost_house,2017,1,2017-01-01,2017-03-31,26,4132667.0,158948.73076923078,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
120,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost House,low_cost_house,2017,2,2017-04-01,2017-06-30,32,5125000.0,160156.25,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],0.7596910179310288,valid,True,True,,
121,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost House,low_cost_house,2017,3,2017-07-01,2017-09-30,31,5647000.0,182161.29032258064,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],13.73973249409913,valid,True,True,,
122,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Low-Cost House,low_cost_house,2017,4,2017-10-01,2017-12-31,34,5779800.0,169994.11764705885,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],6.679340409795914,valid,True,True,,
123,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Town House,town_house,2017,1,2017-01-01,2017-03-31,1,246000.0,246000.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
124,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Town House,town_house,2017,2,2017-04-01,2017-06-30,5,1507000.0,301400.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",22.520325203252032,valid_with_warnings,True,False,,low_transaction_volume
125,Penang,Penang,Seberang Perai Tengah,Seberang Perai Tengah,,Town House,town_house,2017,4,2017-10-01,2017-12-31,2,515000.0,257500.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",14.565361645653615,valid_with_warnings,True,False,,low_transaction_volume
126,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,1,2017-01-01,2017-03-31,4,1851800.0,462950.0,completed_transaction_average,very_low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",,valid_with_warnings,True,False,,low_transaction_volume
127,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,2,2017-04-01,2017-06-30,5,2566000.0,513200.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",10.854303920509773,valid_with_warnings,True,False,,low_transaction_volume
128,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,3,2017-07-01,2017-09-30,8,3038000.0,379750.0,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",26.003507404520654,valid_with_warnings,True,False,,low_transaction_volume
129,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Semi-Detached,one_to_one_half_storey_semi_detached,2017,4,2017-10-01,2017-12-31,15,5604500.0,373633.3333333333,completed_transaction_average,low_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],"[""LOW_TRANSACTION_VOLUME""]",1.6107087996488971,valid_with_warnings,True,False,,low_transaction_volume
130,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,1,2017-01-01,2017-03-31,120,29996130.0,249967.75,completed_transaction_average,high_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],,valid,True,True,,
131,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,2,2017-04-01,2017-06-30,78,19160980.0,245653.58974358972,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],1.7258867419538237,valid,True,True,,
132,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,3,2017-07-01,2017-09-30,60,13436053.0,223934.21666666667,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],8.84146374559129,valid,True,True,,
133,Penang,Penang,Seberang Perai Utara,Seberang Perai Utara,,1 - 1 1/2 Storey Terraced,one_to_one_half_storey_terraced,2017,4,2017-10-01,2017-12-31,57,11926611.0,209238.7894736842,completed_transaction_average,medium_volume,Penang State Government residential transaction tables,https://archive.data.gov.my/data/en_US/dataset/pecahan-bilangan-pindah-milik-harta-kediaman-mengikut-jenis-dan-daerah-di-pulau-pinang,"Penang residential transaction counts and values by property type and district, 2017",Quarter/property-type/district tables,2026-07-13,penang-completed-transaction-aggregates-2017-v2,aggregate-1.0.0,[],[],6.562385780846114,valid,True,True,,
